CustomerID,Name,Age,Gender,Email,SocialMediaPresence,OnlineBehaviorScore,TransactionAmount,EconomicIndicator,Date
6bf4e9a9-58fc-4587-983b-01862502c124,Sandra Martinez,66,Male,thompsonmartha@example.net,0,6.70864822617931,3926.5319750918384,-0.42043394168662584,2023-12-13
9c1dfddb-da74-43ef-98c3-6d8bf1ca27ad,Edward Moore,69,Female,veronica42@example.net,1,8.510738222662773,4363.578652374542,-0.21135519224386812,2023-12-12
fd6a0aa6-9315-4bae-92da-161693ffef49,Clinton Armstrong,28,Male,richard38@example.com,1,7.129501162382894,4166.919061580208,-0.7356219092582439,2023-12-11
367b735c-53df-46a1-85d5-e535761f9cde,Jason Burke,62,Male,terripayne@example.org,1,1.5950357525909349,4566.283247661319,-0.8349097747228347,2023-12-10
75495399-c0c1-4e68-ba56-3c7133b05d62,Stephanie Smith,45,Female,cunninghamchristy@example.org,0,7.288082934449422,3552.68243757466,0.14288118102125869,2023-12-09
12b6b5d3-359b-43f5-b278-efda5e518fe4,Michael Gray,39,Female,mshepherd@example.org,0,7.569625396883874,3273.398689195003,-0.9013778038598239,2023-12-08
a7bf528f-c60e-4ac4-ba79-eb6c4d354967,Jennifer Holland,35,Female,pollardrobin@example.org,1,8.618213036266987,3800.0277555218945,-0.20161740090611624,2023-12-07
c78b67d8-7a0c-4b00-960a-b581a8d285db,Erin Gonzalez,27,Female,bethavila@example.net,1,1.5211534962081739,2778.4141698360822,-0.8298420250635292,2023-12-06
da6e8e34-bedb-4930-bde5-a40a80c55c78,Kristina Smith,31,Female,jennaking@example.net,0,1.7759151855234039,3056.5961887143435,0.003646231211589246,2023-12-05
5c9c4b2e-f5af-47f7-8a3e-94b696e84f55,Elizabeth Black,66,Male,bjones@example.com,0,4.910352297454172,3903.1190510994275,0.5476502731125132,2023-12-04
4a4e4e48-3115-4bc3-bd02-b1cb4dc2102c,Karen Hopkins,39,Male,klewis@example.org,1,5.080346580674284,4825.020133317551,-0.7392496502096517,2023-12-03
d652ee62-d1e7-4edd-b872-2330b6aa9409,Shari Christian,24,Female,wilsonheather@example.com,1,6.479491639846993,1541.4708368420086,-0.7302584725480901,2023-12-02
ea5e04ce-5674-4ca5-a347-cbf7a1b2ea32,Elizabeth Myers,23,Female,ricky82@example.com,1,3.783610574861736,969.3869025924896,0.11859235462708062,2023-12-01
232619a6-e01a-4035-9d53-87964e74aea9,Daniel Ward,42,Male,karen62@example.org,1,7.675241581517988,3445.028373337522,-0.024277800391334425,2023-11-30
871b5d10-3ae5-464e-9b1f-0a8620df06ba,Kathleen Garcia,24,Male,brandon96@example.com,1,7.665923622107604,1016.1852495083859,0.3044968779583377,2023-11-29
cd58c8e9-81e7-4af0-97d5-914cb8aeee06,Emily Mathews,40,Female,brucepamela@example.com,0,2.074987062170987,951.5961460909953,-0.6078013992135585,2023-11-28
cd707c00-0e25-4115-bf7e-1099e1a64092,Julie Vance,40,Female,christophertravis@example.org,0,7.371105464062885,2617.849578595412,0.23199367518840375,2023-11-27
a6a33900-9de2-4e65-8a74-21e06bf3259f,Angel Holmes,56,Male,andrew05@example.net,1,7.313496501014795,1948.2713125579635,0.4713355082906452,2023-11-26
5aa15282-5d54-4632-a27e-2cc659e7ae7b,Matthew Serrano,34,Male,kjohnson@example.org,1,2.474493678418668,2199.688290563598,-0.5075083189857739,2023-11-25
2153865d-f1c5-4ea5-a011-519e62eadc4f,Pamela Torres,69,Male,grace24@example.net,0,9.577145815792278,2827.333240917131,-0.8567120393178302,2023-11-24
c63302f1-3e41-42b2-ac6e-ec88c1be4904,Wesley Faulkner,20,Male,cfrye@example.com,0,5.707048264555675,737.3259975653242,0.5535437975833672,2023-11-23
1d2b7d87-52aa-4781-b471-d6bf9be0365d,Michael Turner,64,Female,usmith@example.org,1,8.046883913893712,2961.531682651263,-0.3531767176875775,2023-11-22
7f3879b9-c0c2-41e8-86f4-480053ab118a,Julie Hodges,47,Male,jasonscott@example.org,0,7.486889662841131,1349.579125848868,0.8482761617901657,2023-11-21
8ad44d95-ea5b-477c-ab3f-b0e59be1e47a,Anna Burns,52,Male,lopezjeffrey@example.com,0,2.5026665877314276,1719.7576648371185,-0.8208107037465295,2023-11-20
76c0ebec-9f86-4580-b51f-be0bfd8ba848,Walter Garcia,25,Male,dshaw@example.com,1,2.1423754673301234,3577.477551949939,0.3434951068994707,2023-11-19
f713a77c-ad98-4a29-8f92-ba76ec77ee08,Gregory Franco MD,42,Female,bethhenry@example.com,1,8.030115819432888,858.5479192116026,-0.15291879526871988,2023-11-18
f716f461-827c-4ec6-883b-c30a0e42d2e2,Robert Howe,23,Male,gbrown@example.com,1,3.418880377683211,853.1465794911858,-0.30338428630695136,2023-11-17
6e69a158-1094-441d-9192-ccacd8987117,Andrea Wilson,53,Female,angelajackson@example.org,1,8.977732837665904,1680.8871464782478,-0.3585232742946609,2023-11-16
889bca28-d456-4363-bf74-f35600dc0c97,Michael Wilson,36,Female,hamptongail@example.com,0,7.942872614406622,349.19166185661123,0.18775429808214095,2023-11-15
02b0eb2c-ee00-4030-9594-d87e67353713,Dr. Kathleen Johnson,58,Female,walkeralexander@example.net,0,1.2642062605552313,4668.671141298835,-0.9515863393294619,2023-11-14
80692c07-f152-462b-85d8-7365fbeac3fa,Amy Cardenas,57,Female,tammy93@example.net,1,8.263970619916329,3116.482512886717,-0.3903623049072138,2023-11-13
fd7d3821-284f-4301-bd1b-425e50708bc4,Amy Smith,41,Female,chaserosario@example.org,0,3.4478253551921836,3343.2620337282015,0.9753038339274585,2023-11-12
7b8cf8e4-f184-4b8d-9cc2-d8c44a778eec,Linda Wright,54,Female,joshua09@example.com,1,1.5748479021083326,2503.6996116530154,0.2324419889090068,2023-11-11
d982d833-f420-447b-89cf-cf65bdb068f0,Bryan Franklin,30,Male,richardsonashley@example.org,1,7.410909233804459,2906.1172537191574,0.9803183645426634,2023-11-10
ed390609-5d9f-4dc0-8644-83bdf061e6e7,Jessica Jones,63,Male,yedwards@example.org,1,6.189865072427656,1854.619382002323,-0.11557978953149695,2023-11-09
3fe4a083-2d07-4213-b779-65e78de08a68,Brian Proctor,22,Male,sextonjose@example.com,1,1.6936302815774682,3941.754097995457,-0.7083630496194449,2023-11-08
77689560-3ca5-4f68-9af0-9897370bebbe,James Lyons,20,Male,vscott@example.com,0,5.0967799991148475,1657.5091263237284,-0.9102448981372535,2023-11-07
34626c9f-6ebf-4cc6-bf1c-3399f89c2916,Sandra Fernandez,60,Female,lisabranch@example.org,1,4.24111505969578,1177.8138755950315,0.6363438402636288,2023-11-06
f388d275-2af9-4219-8cb4-f0e77c1574f9,Alicia Nunez,32,Male,robertsonkyle@example.org,0,5.496490051852449,1000.9585779232589,-0.6006295727884885,2023-11-05
6bd15e1b-12e4-4dbd-9871-0fba1dd15f52,Brandon Wilson,67,Male,pmiller@example.org,0,6.101975154146048,434.06469861168677,-0.2523584193588613,2023-11-04
d8ecf901-c131-4a5a-9c99-bddb6547347d,James Cross,36,Male,iholloway@example.com,1,4.309190000711306,2575.1877172359477,0.5154675651861242,2023-11-03
16072214-6503-4cf7-b8e8-9702875a49ce,William Cruz,23,Male,angelicagill@example.com,1,3.2960447293517032,2138.0630944750665,0.7055282903584008,2023-11-02
0f1b6d5a-a0a2-4ffc-b0f3-3b9c5f29084d,Kenneth Oliver,32,Male,andrew37@example.org,0,1.9261442351968263,2731.4761674161527,-0.7752565184297915,2023-11-01
ec30cf9a-be53-4dea-a6f6-cc96fa680c9e,Phillip Holmes,24,Male,alexandra85@example.com,1,6.165210746728508,550.5332143014256,-0.8909239732764915,2023-10-31
04f1ba75-8a00-45f1-a93a-2b1d0dbd176f,Kristin Suarez,42,Male,antonio31@example.net,1,7.505005359932798,1183.8705973971187,0.8978818300515776,2023-10-30
65ae02f0-6d52-45c2-b63b-3812df6bde2c,Sean Wilson,35,Female,mark73@example.com,1,3.0556398083792593,1145.43366991236,0.8534593902182142,2023-10-29
1cc9af85-931c-41b5-a658-7631de12cfd4,Natalie Walters,47,Female,garciasean@example.org,0,5.579423964195821,1726.2292230295093,0.7375047032899371,2023-10-28
2f99db0e-b427-40cb-98e7-60f3802bd69c,Jonathan Miller,58,Female,manningwendy@example.net,0,1.396341165365286,1867.9093408473902,0.6402679128599924,2023-10-27
4fb66ee7-3a6e-46aa-9a47-441b370351da,James Shaw,41,Female,georgetran@example.net,0,8.766356454123502,1170.3819003441222,-0.9725334146131372,2023-10-26
fa71aced-9cce-4a76-9091-88bc9174ed0f,Ethan Gordon,28,Male,lesterdarlene@example.net,1,3.200963053210331,3788.012878817133,0.38759045011223514,2023-10-25
e66fb550-e3f6-430b-8756-8d8332123391,Lisa Luna,41,Male,cvelasquez@example.net,1,5.245881306199643,2699.4445884734405,-0.7774440153670603,2023-10-24
5a105d64-cfe6-46e5-a8fb-c7515097ac0d,Stanley Ortiz,40,Female,ewingrobert@example.org,1,4.446815269306592,4983.49230476126,-0.09987685872330809,2023-10-23
c4bcddc1-b366-45b0-8987-4444323013ee,Danielle Rios,31,Female,lrodriguez@example.org,1,2.3507620141703507,4136.073164533491,-0.954503769697596,2023-10-22
a3882009-6b9d-4bb6-907a-05175d83ec98,Tanya Decker,60,Female,kevinrose@example.com,0,9.38044069441467,4907.552668314953,-0.5819809177515958,2023-10-21
1fe5295f-2554-4b39-9800-aded30e91811,Robert Newman,35,Male,kelly65@example.net,0,8.717366779731751,143.1381118456833,0.07601091581397212,2023-10-20
8f1e109d-b278-4986-ac32-255d0aa67d10,David Golden,62,Male,aking@example.com,1,5.975783096462781,3377.7984931724945,-0.5923972942467897,2023-10-19
762bd385-4574-410a-9d59-03403cc1be2f,Leslie Stanley,61,Female,connie42@example.net,0,9.225529025690161,2283.769506794993,0.046531762933062604,2023-10-18
dacfc0ac-e318-45a5-bb1b-f4884b3ebeef,David Rodriguez,59,Male,jessicaevans@example.org,0,7.665992452959192,4532.0326465896915,-0.48268399314880295,2023-10-17
4aef44fb-6e9f-4ed7-9638-31f222afddc7,Alexander Johnson,22,Female,karen50@example.com,0,4.774323739265187,3107.135375597892,-0.03394733931061644,2023-10-16
5b4f9202-9d81-48ec-bf87-cfad5691ed87,Christopher Ruiz,56,Male,fitzpatrickjennifer@example.net,0,3.8962181302485512,3143.5453183558066,0.4598471670195776,2023-10-15
732b6477-20eb-4dd3-bc12-6d571261c26f,Alicia Anderson,58,Male,poolerebecca@example.com,1,4.746309386511838,4798.594398762274,-0.7173051581521164,2023-10-14
029830e8-82e2-4d96-8747-73a140dfb792,Lisa Mendoza,28,Male,berrysarah@example.com,1,7.4825912928537734,3444.501667765787,0.3975104640165057,2023-10-13
15b116e4-9b2d-4c1b-bb11-e5611b259409,Robert Mendez,52,Female,julia49@example.org,1,3.44132162208835,1672.591351484699,-0.9632229748873911,2023-10-12
48fd4bfc-15c0-4c2e-ac51-c1a79a7c01b9,Michelle Potter,64,Male,jimmycortez@example.org,0,1.7009836297022076,4588.06890846351,0.16600988665283145,2023-10-11
279fb79f-f3b4-4a30-93f1-a40a7b74d3be,Phillip Smith,33,Male,steven51@example.net,0,4.355273500640752,4730.439585116004,0.32705668399928634,2023-10-10
10e7f759-57a8-469b-a28d-4b8dcecaa684,Dr. Sara Hamilton,28,Male,qbenson@example.com,1,5.5183684830362445,1990.7920804418152,-0.9130359850010821,2023-10-09
752617e8-8d20-48ff-8631-fb6829d3e634,Gregory Davis,47,Male,josephnguyen@example.com,1,9.117469083324442,2747.162833418551,-0.6593607059104734,2023-10-08
74f11575-40e7-40e3-babd-1205d8cf8b87,Tiffany Charles,42,Female,mserrano@example.com,0,2.614099152450751,1485.8620719690475,-0.4319729179040186,2023-10-07
5bc2888d-0e3f-4365-8d4c-792e2f00a7f7,Veronica Jones,35,Female,wharris@example.org,1,8.23904217512881,4565.546040480229,0.5783769890148442,2023-10-06
94209d5c-7fec-495b-a665-6fe1c5824695,Jason Schultz,58,Female,anthony75@example.org,1,9.832724775473455,4128.334414775834,0.2359295527827956,2023-10-05
c9158f0d-1198-4870-911b-e6b715874da4,Ryan Alvarez,62,Male,msalinas@example.net,1,9.586714667143848,1937.2944065936979,-0.8938295026874421,2023-10-04
65004976-631f-44cd-b380-b159ffa749ca,David Jarvis,53,Female,montoyamartin@example.net,1,1.6203379399547058,4033.80201379064,0.30951574363077405,2023-10-03
23392220-73b1-42f4-ab2e-350644f93bc3,Melissa Oneal,32,Female,jacobrussell@example.org,1,5.185847601251975,2283.2287981014183,-0.9833316495031448,2023-10-02
ce75389a-b5ab-4b9b-abfd-f09e75e32452,Samantha Stone,61,Female,gjohnson@example.net,1,3.540761835588122,314.87313846145855,-0.22270970552604163,2023-10-01
bc008d99-0ead-4373-8391-73e6c3f7cb19,Marie Rose,38,Female,karen54@example.net,0,8.603618538351952,4501.579883638681,-0.457379241839325,2023-09-30
750b9fb9-1c4e-4b58-9cc1-6bb89eae4be6,Rachel Drake,67,Female,uholland@example.org,1,3.94570829553507,1043.3107008750176,0.7041658895145173,2023-09-29
c7b19aed-ee4c-4c16-a107-d5c719dade5d,Lisa Thompson,67,Female,jsullivan@example.org,1,5.977822557916609,2618.0840306244245,0.32020074665872955,2023-09-28
90670466-4180-4ec8-819e-2a5ba80d4e9f,Nancy Garcia,21,Male,deborah11@example.com,0,1.0717225620170998,4746.237916277249,0.7285645471199069,2023-09-27
76db08c8-8fb6-42a2-9ffb-ea7ef28293dd,Judy Hall,32,Male,charles24@example.org,1,2.8060403810766026,920.2345651461251,-0.9618433521316117,2023-09-26
c7c78f0e-dea3-4c19-86ad-10d929ca2973,Jack Gray,70,Female,robinmiller@example.com,1,6.074260667417683,4785.753411719656,0.7348208857089624,2023-09-25
7f66bf5d-40b1-4e39-a385-4f1b41e3f034,Christine Alvarez,20,Female,tiffanycowan@example.net,0,3.7351837654127467,2736.0766717248302,0.2988222895044568,2023-09-24
8e05211f-0b45-416a-9a80-4bf06904075d,Eric Perez,69,Female,sstephens@example.org,1,6.604457715028941,135.91987246254112,-0.537662759724366,2023-09-23
92f65a85-483d-49bf-9426-e0f8c511a5ba,Eric Martin,38,Male,brandonortiz@example.com,1,5.175340215224494,420.81192830822766,-0.23859759407430414,2023-09-22
c3b98218-c491-47b9-81f7-e85ed745fef8,Marie Hood,43,Male,onewton@example.net,0,6.325218414863346,3384.6421181009778,0.9532238797797083,2023-09-21
1c2b7fd1-271d-47a8-adf2-842bc582af41,Susan Mcbride,35,Male,lisabennett@example.com,0,5.440246082693964,3890.5531052094557,-0.8007925763149253,2023-09-20
c4d7c72d-70db-4fb6-9428-5f0151baade0,Karen Thornton,22,Male,julia66@example.com,1,7.953519366554719,4338.259192991893,-0.36908806138244055,2023-09-19
63bdda9a-34ee-4a15-b073-c75712ccb483,Trevor Miller,31,Female,miguel11@example.org,0,2.7588018148554116,2178.6263145115886,0.7335454910562396,2023-09-18
3e302ac6-7f68-4dad-a845-e181c850599a,Stacey Cox,54,Male,perezmichael@example.org,1,9.103989675037809,609.2413649509838,0.06312129032642644,2023-09-17
78533bfe-a28f-47f1-9690-c706ef747cc8,Kevin Nelson,63,Male,anitalewis@example.org,0,7.844339982895269,2734.99564871839,-0.627165225164962,2023-09-16
5d7590dd-935c-42e0-8f53-8a6ff6efe6e0,Diana Smith,38,Female,tphillips@example.com,0,3.2061418693892456,3543.440044710952,0.0013016457377577062,2023-09-15
afe4fa67-cd78-4436-b8ad-e4281547af26,Kaitlin Townsend,31,Female,michelle81@example.com,0,1.0574009447662367,4883.497214561236,-0.08402747570443858,2023-09-14
eeeac5b3-9578-43b8-be6b-2ec9d52b9569,Shari Steele,59,Female,ruth97@example.org,0,4.690324986094179,3898.513028269,0.852699946052867,2023-09-13
ba86d47d-1a09-4ad9-8645-abfd21004e48,Alison Carter,49,Male,ihernandez@example.net,0,3.096979676737687,3268.149680659892,-0.9570230835713089,2023-09-12
9e50a511-3746-4fda-a463-bde4bf57150a,Brian Wolf,43,Female,browndawn@example.net,0,4.117813279654656,4704.780446390736,-0.5052157205004975,2023-09-11
579f03f0-92e3-493f-b330-21f26bee4af3,Shawn Hill,59,Female,pjacobson@example.com,1,8.556166062065564,3759.7650458038843,0.05883072771023978,2023-09-10
fc7dd09c-137e-4fda-a64b-d8645885e706,Elaine Miranda MD,47,Male,jennifer19@example.net,1,8.894787528264175,853.397428366463,-0.3328607307384486,2023-09-09
23d892d4-c22c-456d-89a0-a7dcfdabcac9,Denise Lowe,27,Female,harveylacey@example.org,1,9.55891235929099,2350.2036527742043,-0.21320036434545053,2023-09-08
0b373903-0dbd-42a1-ac00-276b452cb1a4,Bryce Jackson,34,Female,katie25@example.com,0,1.0131583648201996,1725.4053397897103,-0.6859894988183346,2023-09-07
79f6fc63-b284-4d2a-ae77-423ada33f8ae,Jonathan Brooks,26,Female,bryanamanda@example.net,1,6.91573465158398,528.8523998775731,-0.3064401941849091,2023-09-06
1c5e4809-b19f-4289-8dd3-9c1d32e70f85,Michelle Jackson,33,Female,tparrish@example.com,0,8.641053890010296,365.9135473680611,-0.296173835465638,2023-09-05
f116d70e-8ff2-4742-a90e-fa198e9b05e5,Katrina Bryant,65,Female,robertmorgan@example.org,1,7.5449353513687525,3991.6524561818624,0.25046194050202075,2023-09-04
9f3339cc-a785-4dfb-8a8a-5e8709a310e9,Danielle Norman,53,Male,owenangela@example.com,1,1.9355411741640367,2834.612606057273,-0.5275904685855746,2023-09-03
30a2fbab-5b25-4135-93dd-a2b46e70db52,Jimmy Lee,52,Male,robertrodriguez@example.com,0,5.768330401540112,2917.3152418876784,0.9564885344890925,2023-09-02
e8f2d02d-bc23-4a18-a360-3fba59a9e3c6,Steven Booth,34,Female,heidimiller@example.com,0,3.143508350687791,1215.4636112141177,0.0025029223543147072,2023-09-01
d75edce7-cb35-40f9-9b5c-e0964dd0bc57,Gregory Evans,65,Female,toni94@example.com,0,5.428259891649079,1367.3749990567608,0.623785720199491,2023-08-31
5637c97e-09ca-4e21-b8ca-907b75f94fca,Denise Murphy,55,Female,eduardoglover@example.com,1,1.5390556808787066,2001.3597578593767,0.25158472743152616,2023-08-30
8af97799-2f8d-4ac1-a2f1-14181f5a4ca7,Morgan Valenzuela,45,Female,kristyjackson@example.net,1,9.972633430967937,3188.0645966663606,0.7573545483823207,2023-08-29
4d8ccebe-b504-4e3a-af83-770928ea0ccc,Natalie Walls,55,Female,loganperry@example.org,1,7.404872272300924,2221.8226697324276,0.780804172157523,2023-08-28
89618936-8f0d-4a91-b002-85da1f35891f,Jonathan Matthews,43,Male,wreed@example.com,1,1.837239745222794,182.76574469029225,0.629717275356674,2023-08-27
7623cc67-a129-4569-87b7-e1c65c32ed34,Robert Watson,41,Female,vgillespie@example.org,0,9.291469626748958,3399.1637884057927,-0.9410682030895845,2023-08-26
3e07641f-26bd-47fa-988a-5e59deebc044,Jermaine White,32,Male,christine21@example.com,1,9.075587247383133,2720.6884132989103,0.10987870319361104,2023-08-25
70395b44-0a24-477b-a51a-3d4d737b4cbb,Maureen Vasquez,26,Female,robertsstephanie@example.com,1,5.677832966428333,3242.9714577600344,-0.43961231074358986,2023-08-24
f6f930c3-89a3-4d7b-a5e0-5aebf28b3257,Phillip Lee,50,Female,scottsampson@example.net,1,7.307622187288116,3129.9118586619506,-0.6965836384626307,2023-08-23
abf2f2e3-4ef4-4ea0-819e-2a9ddf864b65,Joel Pitts,49,Female,uyoung@example.com,1,4.352427766666727,3804.2069238063696,0.7943506299383429,2023-08-22
9b9d6c40-12da-4509-a59d-0934c3b90ec1,Benjamin Hayden,23,Male,julie45@example.com,1,9.77099311151426,2969.479265235607,0.3138635178992253,2023-08-21
b4f8bf6b-e096-463f-a0e3-ab31f12e7a61,Kristy Morgan,66,Female,jwatson@example.net,0,1.7641217576484056,3534.3219537767104,-0.8244099657253972,2023-08-20
a8d1daf7-0ac9-4735-a231-7eb2f6347666,Mark Smith,21,Male,whitneylogan@example.org,0,1.8601930480364701,455.6882795149878,-0.2355857562911834,2023-08-19
8ad849cf-fa68-48fa-8dfd-81c3ffab1dfe,Michael Coffey,25,Female,igallagher@example.net,1,2.2016246522586127,4647.433975815035,0.9212113868891432,2023-08-18
e9f9a0ce-ce6b-42ce-94f1-46199b7b452a,Brian Gonzalez,27,Female,maryrussell@example.com,1,8.379666027047943,620.0641551628654,0.22489678670021096,2023-08-17
507c90e8-401d-486d-9f10-9c923d56b4d7,Kenneth Taylor,58,Male,dking@example.com,0,1.6734743589688974,3955.7702985465926,0.2510492009896532,2023-08-16
7861106b-1aad-44e1-b729-c780d216275c,Carol Carrillo,28,Male,barreraamanda@example.com,1,6.110386554602874,1576.6184782398684,-0.545144045094649,2023-08-15
84156d2f-6647-4aba-aed2-9a535690b6f5,Troy Cook,68,Female,laurencruz@example.org,1,4.914845905914868,523.8755850451843,-0.5192783836588479,2023-08-14
407a8b26-2c83-4404-8776-2e8f9f1d5c0d,Kelly Hale,61,Female,jessica94@example.net,0,9.677964472594667,3849.843781000266,-0.6945016916622968,2023-08-13
d50fec51-29cd-4431-9970-fc0a74ff563d,Justin Fritz,45,Female,lisa78@example.org,1,3.1309456126770687,2244.6131323943023,0.9410743461904341,2023-08-12
b8fd4e74-cf86-4c80-9505-9eef6b82b260,Lacey Reid,56,Male,tina35@example.org,1,3.3489184503124902,2036.0549653202265,0.8194707871283424,2023-08-11
